source_url,target_url,status_code,segment,lastmod,intent_tier,must_fix_before_launch,rule_type,notes
https://gameye.com/blog/how-palworld-could-save-200k-month/,https://gameye.com/blog/,301,blog,2024-12-11T11:20:35+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/how-green-servers-can-reduce-your-carbon-footprint/,https://gameye.com/blog/,301,blog,2025-03-19T11:36:22+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/case-studies/ascendants-rising/,https://gameye.com/case-studies/,301,case-studies,2025-03-19T10:47:52+00:00,High Trust,no,section,Case study detail not yet migrated; route to case studies hub
https://gameye.com/case-studies/project-xandata/,https://gameye.com/case-studies/,301,case-studies,2025-03-19T10:48:34+00:00,High Trust,no,section,Case study detail not yet migrated; route to case studies hub
https://gameye.com/case-studies/space-team-marrying-mobile-and-vr/,https://gameye.com/case-studies/,301,case-studies,2025-03-19T10:47:16+00:00,High Trust,no,section,Case study detail not yet migrated; route to case studies hub
https://gameye.com/case-studies/doborog/,https://gameye.com/case-studies/,301,case-studies,2025-03-19T10:46:38+00:00,High Trust,no,section,Case study detail not yet migrated; route to case studies hub
https://gameye.com/case-studies/chivalry-2/,https://gameye.com/case-studies/,301,case-studies,2025-03-19T10:46:03+00:00,High Trust,no,section,Case study detail not yet migrated; route to case studies hub
https://gameye.com/blog/pragma-integration-aws-auto-scaling/,https://gameye.com/blog/,301,blog,2024-12-11T12:03:03+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/calculate-resource-profile-multiplayer-game/,https://gameye.com/blog/,301,blog,2024-12-11T12:04:18+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/glossary/peer-to-peer-architecture/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:03+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/resource-profile/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:08+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/tick-rate/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:26+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/session-hosting/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:15+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/orchestrator/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:29+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/soft-launch/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:11+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/matchmaker/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:33+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/latency/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:38+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/idle-machines/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:41+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/flex-metal-servers/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:44+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/data-center/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:48+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/data-packet/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:51+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/downtime/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:54+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/client-server-architecture/,https://gameye.com/docs/,301,glossary,2023-11-27T09:39:58+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/cloud-servers/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:02+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/containers/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:05+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/backend/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:09+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/beta-tests/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:16+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/bare-metal-servers/,https://gameye.com/docs/,301,glossary,2023-11-28T12:28:07+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/anti-cheat/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:20+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/auto-scaling/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:23+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/glossary/alpha-tests/,https://gameye.com/docs/,301,glossary,2023-11-27T09:40:26+00:00,Low SEO,no,section,Glossary not yet migrated; route to docs hub
https://gameye.com/blog/how-to-avoid-launch-day-catastrophe/,https://gameye.com/blog/,301,blog,2024-12-11T12:05:06+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/top-questions-to-ask-before-you-launch-a-multiplayer-game/,https://gameye.com/blog/,301,blog,2024-12-11T12:05:32+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/how-orchestration-improves-your-player-experience/,https://gameye.com/blog/,301,blog,2024-12-11T12:06:07+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/welcome-our-newest-members-of-the-gameye-crew/,https://gameye.com/blog/,301,blog,2024-12-11T12:06:52+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/the-war-on-lag-starts-with-latency/,https://gameye.com/blog/,301,blog,2024-12-11T12:07:25+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/how-to-host-your-game-peer-to-peer-or-client-server/,https://gameye.com/blog/,301,blog,2024-12-11T12:07:50+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/why-its-important-to-avoid-locking-into-one-vendor/,https://gameye.com/blog/,301,blog,2024-12-11T12:08:28+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/why-your-launch-predictions-will-be-wrong-but-thats-okay/,https://gameye.com/blog/,301,blog,2024-12-11T12:08:54+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/seven-hard-learnt-lessons-from-bungie-doborog-and-gameye/,https://gameye.com/blog/,301,blog,2024-12-11T12:09:35+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/2023-the-year-of-cross-platform-and-new-tools/,https://gameye.com/blog/,301,blog,2024-12-11T12:10:08+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/welcome-roberto-sasso-gameye-cto/,https://gameye.com/blog/,301,blog,2024-12-11T12:10:34+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/product-update-new-changes-to-our-api/,https://gameye.com/blog/,301,blog,2024-12-11T12:11:05+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/bring-your-orchestration-in-house-with-gameye-enterprise/,https://gameye.com/blog/,301,blog,2024-12-11T12:11:29+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/how-gameye-helped-chivalry-2-manage-seven-times-more-players/,https://gameye.com/blog/,301,blog,2024-12-11T12:12:02+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/hotfix-update-october-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:12:30+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/your-guide-to-navigating-gamescom-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:23:58+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/get-to-know-junior-mba/,https://gameye.com/blog/,301,blog,2024-12-11T12:13:32+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/tech-talks-develop-brighton-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:23:58+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/what-we-learned-game-jam-summit-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:23:58+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/winners-of-the-game-jam-summit-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:23:58+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/bigfry-game-jam-summit-2022/,https://gameye.com/blog/,301,blog,2024-12-11T12:23:59+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/was-it-too-soon-for-gdc-irl/,https://gameye.com/blog/,301,blog,2024-12-11T12:16:55+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/5-multiplayer-games-from-gdc-to-keep-your-eyes-on/,https://gameye.com/blog/,301,blog,2024-12-11T12:17:19+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/your-car-could-power-the-metaverse-and-other-predictions/,https://gameye.com/blog/,301,blog,2024-12-11T12:26:10+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/seven-multiplayer-talks-you-need-to-see-at-gdc/,https://gameye.com/blog/,301,blog,2024-12-11T12:19:55+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/welcome-to-the-year-of-nfts-metaverses-and-multiplayer-games/,https://gameye.com/blog/,301,blog,2024-12-11T12:26:20+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/what-issues-can-you-expect-when-running-multiplayer-servers/,https://gameye.com/blog/,301,blog,2024-12-11T12:20:54+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/player-surge-at-launch-how-to-prepare-for-the-unpredictable/,https://gameye.com/blog/,301,blog,2024-12-11T12:21:20+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/top-8-talks-you-should-see-at-developbrighton/,https://gameye.com/blog/,301,blog,2024-12-11T12:21:47+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/gameye-is-heading-to-develop-brighton-2021/,https://gameye.com/blog/,301,blog,2024-12-11T12:22:10+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
https://gameye.com/blog/yes-shirley-too-many-players-at-launch-can-be-a-big-issue/,https://gameye.com/blog/,301,blog,2024-12-11T12:22:36+00:00,Medium SEO,no,section,Blog archive item not yet migrated; route to blog hub
